
 1.00000   -0.00000
 0.99183    0.00013
 0.97714    0.00067
 0.95935    0.00168
 0.93884    0.00310
 0.91699    0.00481
 0.89474    0.00686
 0.87217    0.00926
 0.84952    0.01195
 0.82690    0.01495
 0.80436    0.01825
 0.78176    0.02190
 0.75893    0.02589
 0.73582    0.03018
 0.71235    0.03476
 0.68864    0.03952
 0.66490    0.04442
 0.64103    0.04949
 0.61705    0.05470
 0.59291    0.06003
 0.56867    0.06542
 0.54475    0.07069
 0.52134    0.07573
 0.49838    0.08045
 0.47580    0.08483
 0.45360    0.08881
 0.43154    0.09239
 0.40968    0.09557
 0.38793    0.09829
 0.36581    0.10063
 0.34346    0.10270
 0.32167    0.10440
 0.30037    0.10558
 0.27901    0.10630
 0.25801    0.10659
 0.23769    0.10640
 0.21824    0.10569
 0.19969    0.10451
 0.18277    0.10278
 0.16555    0.09973
 0.14770    0.09601
 0.13075    0.09185
 0.11456    0.08715
 0.09942    0.08200
 0.08522    0.07633
 0.07194    0.07026
 0.06001    0.06409
 0.04951    0.05790
 0.04039    0.05181
 0.03260    0.04597
 0.02604    0.04048
 0.02057    0.03541
 0.01607    0.03074
 0.01238    0.02639
 0.00935    0.02232
 0.00689    0.01851
 0.00489    0.01492
 0.00316    0.01159
 0.00181    0.00850
 0.00090    0.00551
 0.00026    0.00268
 0.00000    0.00000
 0.00010   -0.00267
 0.00042   -0.00536
 0.00132   -0.00792
 0.00283   -0.01041
 0.00456   -0.01290
 0.00687   -0.01515
 0.00971   -0.01732
 0.01293   -0.01954
 0.01665   -0.02172
 0.02099   -0.02387
 0.02608   -0.02598
 0.03207   -0.02808
 0.03919   -0.03020
 0.04771   -0.03230
 0.05793   -0.03436
 0.07012   -0.03631
 0.08429   -0.03804
 0.10035   -0.03937
 0.11822   -0.04023
 0.13751   -0.04062
 0.15801   -0.04060
 0.17792   -0.04033
 0.19588   -0.03972
 0.21328   -0.03976
 0.23261   -0.04019
 0.25466   -0.04031
 0.27803   -0.04034
 0.30196   -0.04022
 0.32619   -0.03998
 0.35045   -0.03961
 0.37477   -0.03910
 0.39918   -0.03847
 0.42360   -0.03775
 0.44788   -0.03689
 0.47217   -0.03590
 0.49650   -0.03477
 0.52104   -0.03351
 0.54576   -0.03224
 0.57059   -0.03102
 0.59550   -0.02982
 0.62026   -0.02857
 0.64508   -0.02725
 0.66995   -0.02587
 0.69484   -0.02444
 0.71969   -0.02296
 0.74457   -0.02143
 0.76937   -0.01986
 0.79403   -0.01823
 0.81858   -0.01652
 0.84316   -0.01470
 0.86781   -0.01282
 0.89219   -0.01089
 0.91608   -0.00892
 0.93887   -0.00694
 0.95956   -0.00499
 0.97732   -0.00308
 0.99192   -0.00121
 1.00000   -0.00000
